IDX	S1	S2	A1	A2	A3	A1_Label	A2_Label	A3_Label
119	Tom's having a headache but he doesn't want to take medicine. Acupressure relieves pain without drugs.	Tom went to the hospital and had a acupressure.	Tom's dislike for medicine pushed him towards alternative therapies.	The hospital was hosting a free acupressure workshop.	Tom's visit to the hospital was for a routine check-up.	TRUE	NONE	FALSE
120	The worker has splitted a lot of steam.	It was rainy now.	The increase in humidity affected the local flora and fauna.	Vapour contributes to precipitation.	The worker was conducting an experiment on cloud formation.	NONE	TRUE	FALSE
121	Tom didn't major in astronomy but he still sent his resume to the space agency.	He was accepted by the astronomers in the space agency.	Tom's passion for astronomy was evident in his application.	The astronomers were not involved in the selection process.	Astronomers appreciate functions.	TRUE	FALSE	NONE
122	Tom didn't major in astronomy but he still sent his resume to the space agency.	He was refused by the astronomers in the space agency.	The agency's strict hiring policies impacted their employee diversity.	The agency was downsizing and not hiring.	Astronomers appreciate functions.	NONE	FALSE	TRUE
123	My Guavas planted in Russia had low production.	I moved to arctic areas for higher production.	Despite the move, the Guava production remained low.	The local economy was impacted by the Guava production levels.	The change in location resulted in a yield increase.	FALSE	NONE	TRUE
124	The botanist observed the ripe Pansies. Pansies produce ovaries.	He saw the trace of ovaries.	The botanist's expertise allowed him to identify the ovaries.	The botanist's observation influenced his next research project.	The botanist was actually looking at the petals, not ovaries.	TRUE	NONE	FALSE
125	Dr. Lee has seen many dementia patients.	Many of them have delusions.	Dementia affects people differently.	Delusions can occur in healthy individuals as well.	Dementia often leads to delusional thinking in patients.	NONE	FALSE	TRUE
126	Dr. Lee has seen many dementia patients. Dementia affects people differently.	He observed different symptoms on them.	Dr. Lee's patients exhibited a wide range of symptoms.	The hospital's resources affect Dr. Lee's observations and dementia's impact.	Dr. Lee's observations are purely coincidental.	TRUE	NONE	FALSE
127	Scientists discovered a bird fossil with a flat breastbone without a keel.	Scientists identified this fossil as a thrush bird fossil.	The fossil was later identified as a prehistoric mammal, not a bird.	Ratites have flat breastbones with no keel.	Ratites are the only birds known to have flat, keel-less breastbones.	FALSE	NONE	TRUE
128	Scientists discovered a bird fossil with a flat breastbone without a keel. Ratites have flat breastbones with no keel.	Scientists identified this fossil as ratites fossil.	The fossil was later identified as a different bird species.	This fossil's features are distinctive to ratites.	The fossil's location influences theories about ratite evolution.	FALSE	TRUE	NONE
129	The service staff of this hotel lack management. Management affects quality.	The service quality of the hotel has seriously declined.	The team's lack of organization has led to a decrease in service quality.	However, the recent economic downturn could also be affecting the hotel's service quality.	The hotel's reputation has been tarnished, affecting both staff morale and customer satisfaction.	TRUE	FALSE	NONE
130	The doctor diagnosed him as albino.	He had a reduced red blood cell mass.	Albinism affects eyes.	His vision problems are due to an unrelated injury.	His albinism led to his vision problems.	NONE	FALSE	TRUE
131	The doctor diagnosed him as albino. Albinism affects eyes.	Soon his vision began to suffer.	His vision problems were actually caused by a genetic disorder.	The albinism was the direct cause of his deteriorating eyesight.	His stress levels increased, further impacting his already poor eyesight.	FALSE	TRUE	NONE
132	How did ancient people do with constipation? Blueberries are a natural laxative.	They ate blueberries.	The overall health of ancient people was influenced by their diet.	This fruit was commonly consumed to alleviate digestive issues.	Blueberries were more commonly used for their taste.	NONE	TRUE	FALSE
133	The patient suffer from constipation and  a laxative are needed in treatment. Psyllium is a bulk laxative used in the treatment of constipation.	He bought some psyllium.	His constipation led him to seek out a psyllium-based solution.	He bought psyllium for his pet, not for his constipation.	His decision to buy psyllium influences his dietary habits.	TRUE	FALSE	NONE
134	Jack entered the race as a runner.	He won the first prize in the competition.	The event's popularity boosted the local economy and tourism.	However, it was a lottery system that determined the winner.	Jack's speed and stamina helped him secure the victory.	NONE	FALSE	TRUE
135	He made tables about the sales status over the past year.	He becomes more excellent than before.	The sales data analysis led to his professional growth.	His improvement might have been due to his training, not the tables.	The company's overall performance was affected by his analysis and improvement.	TRUE	FALSE	NONE
136	I bought Analgesics instead of antipyretics  to reduce my fever.	They found a big difference between the two.	Analgesics are compounds used to reduce pain antipyretics are compounds used to reduce fever.	The disparity was attributed to their distinct mechanisms of action.	In reality, the difference was merely coincidental, not causal.	NONE	TRUE	FALSE
137	I bought Analgesics instead of antipyretics  to reduce my fever.	My pain but not fever was reduced.	The stress from work could have exacerbated my pain and fever.	Analgesics are compounds used to reduce pain antipyretics are compounds used to reduce fever.	The pain might have naturally subsided over time.	NONE	TRUE	FALSE
138	The kid has pain after being hit by the ball.	His parents prepared some ginger for him.	The kid doesn't like the taste of ginger.	The kid felt better after consuming the ginger.	The kid's mood improved after a call from his best friend.	FALSE	TRUE	NONE
139	Islanders are determined to improve productivity and develop the economy.	They have unified structures.	Aquaculture is used to increase productivity.	The unified structures are unrelated to the island's productivity or economy.	The island's economic development led to the establishment of unified structures.	NONE	FALSE	TRUE
140	Lily loves to buy magazines. Magazines offer news.	She knows all kinds of first-hand news.	Lily actually prefers to get her news from online sources.	Lily's access to fresh information is due to her magazine purchases.	Lily's decision to subscribe to a newspaper affects her knowledge and magazine purchases.	FALSE	TRUE	NONE
141	Tom wore a pair of sneakers.	Tom can walk on the cobblestone road.	Tom actually took a car to travel the cobblestone road.	Footwear allows people to walk on rough surfaces such as gravel roads without hurting their feet.	The weather was wet, making the cobblestones slippery regardless of footwear.	FALSE	TRUE	NONE
142	Climate on earth is changing with season.	Many marine life die unfortunately.	Geographers divide the earth into hemispheres.	The seasonal climate changes cause drastic shifts in marine habitats.	The marine life deaths are primarily due to disease, not climate change.	NONE	TRUE	FALSE
